Compound,Tc
Zn0.7Fe2Cu0.1Ni0.2O4,296.0
Sm5Co19,830.0
Ba0.11Sr0.22La0.67Mn0.9Fe0.1O3,250.0
Ba0.11Sr0.22La0.67Mn1O3,360.0
Ba0.22Sr0.11La0.67Mn1O3,345.0
Cr2FeO4,170.0
ErGaRh,4.5
CeGaRh,9.0
Ho4CdCo,22.0
Tm4CdCo,4.5
Ca0.3La0.7Mn0.9Zn0.1O3,206.75
Ce13.5Fe79.5B7,270.0
GdScSi,318.0
Fe11Pt9,575.0
Y3Fe36B11,541.0
NbFe18SiB5,595.0
Cr1.05Fe1Co1Ni1Pd0.6,300.0
Cr0.9Fe1Co1Ni1,175.0
Nd2MgCo9,633.0
NdCo3,381.0
GdMgPt,97.6
GdMgPd,95.7
GdMgAg,39.3
GdCdPd,62.0
CrSbIr,1470.0
CrAsIr,1083.0
Ho6In0.8Co2.2,14.0
Dy6In0.8Co2.2,35.0
Mn0.46Al0.25Zn0.54Fe1.75O4,317.5
Tb1Ga7.45Fe4.55,327.0
Fe7Co3Pt10,820.0
PrAl2,34.0
Sr1Fe0.05Sn0.95O3,638.0
Sr1Fe0.04Sn0.96O3,618.0
TbFeCo,578.0
Sm2Co7,713.0
Cr4Cu3BiO12,190.0
Mn23.5Ga23.9Ni52.6,350.0
Sm0.9Zr0.2Ti0.7Fe10.8Co10.8B0.5,798.0
Cr2H3,227.0
Co2H3,485.0
Y2Mn2Fe15,295.0
Y2MnFe16,329.0
Y2Mn6Fe11,74.0
Y2Mn5Fe12,100.0
Y2Mn4Fe13,180.0
CrSe2,65.0
